title,type,tags
Webinar de la Preparación Mental del Deportista,Webinar,"[{""locale"":""es"",""name"":""Fútbol"",""principal"":false,""slug"":""entrenamiento-en-futbol"",""uid"":""ts-457cfb265524e2""},{""locale"":""es"",""name"":""Entrenamiento en Básquetbol"",""principal"":false,""slug"":""entrenamiento-en-basquetbol"",""uid"":""ts-H57cfb2655268a""},{""locale"":""es"",""name"":""Rugby"",""principal"":false,""slug"":""entrenamiento-en-rugby"",""uid"":""ts-457cfb265530c3""},{""locale"":""es"",""name"":""Vóleibol"",""principal"":false,""slug"":""entrenamiento-en-voleibol"",""uid"":""ts-L57cfb26553220""},{""locale"":""es"",""name"":""Natación"",""principal"":false,""slug"":""entrenamiento-en-natacion"",""uid"":""ts-857cfb2655452c""},{""locale"":""es"",""name"":""Atletismo"",""principal"":false,""slug"":""entrenamiento-en-atletismo"",""uid"":""ts-B57cfb265546db""},{""locale"":""es"",""name"":""Psicología"",""principal"":true,""slug"":""psicologia-del-deporte"",""uid"":""ts-T57cfb265575ff""},{""locale"":""en"",""name"":""Soccer Training"",""principal"":false,""slug"":""soccer-training"",""uid"":""ts-457cfb265524e2""},{""locale"":""en"",""name"":""Basketball Training"",""principal"":false,""slug"":""basketball-training"",""uid"":""ts-H57cfb2655268a""},{""locale"":""en"",""name"":""Rugby Training"",""principal"":false,""slug"":""rugby-training"",""uid"":""ts-457cfb265530c3""},{""locale"":""en"",""name"":""Voleyball Training"",""principal"":false,""slug"":""voleyball-training"",""uid"":""ts-L57cfb26553220""},{""locale"":""en"",""name"":""Swimming Training"",""principal"":false,""slug"":""swimming-training"",""uid"":""ts-857cfb2655452c""},{""locale"":""en"",""name"":""Athletics Training"",""principal"":false,""slug"":""athletics-training"",""uid"":""ts-B57cfb265546db""},{""locale"":""en"",""name"":""Sport Psychology"",""principal"":true,""slug"":""sport-psychology"",""uid"":""ts-T57cfb265575ff""}]"
Webinar de Aspectos Psicológicos del Entrenamiento Deportivo,Webinar,"[{""locale"":""es"",""name"":""Fútbol"",""principal"":false,""slug"":""entrenamiento-en-futbol"",""uid"":""ts-457cfb265524e2""},{""locale"":""es"",""name"":""Entrenamiento en Básquetbol"",""principal"":false,""slug"":""entrenamiento-en-basquetbol"",""uid"":""ts-H57cfb2655268a""},{""locale"":""es"",""name"":""Rugby"",""principal"":false,""slug"":""entrenamiento-en-rugby"",""uid"":""ts-457cfb265530c3""},{""locale"":""es"",""name"":""Vóleibol"",""principal"":false,""slug"":""entrenamiento-en-voleibol"",""uid"":""ts-L57cfb26553220""},{""locale"":""es"",""name"":""Atletismo"",""principal"":false,""slug"":""entrenamiento-en-atletismo"",""uid"":""ts-B57cfb265546db""},{""locale"":""es"",""name"":""Psicología"",""principal"":true,""slug"":""psicologia-del-deporte"",""uid"":""ts-T57cfb265575ff""},{""locale"":""en"",""name"":""Soccer Training"",""principal"":false,""slug"":""soccer-training"",""uid"":""ts-457cfb265524e2""},{""locale"":""en"",""name"":""Basketball Training"",""principal"":false,""slug"":""basketball-training"",""uid"":""ts-H57cfb2655268a""},{""locale"":""en"",""name"":""Rugby Training"",""principal"":false,""slug"":""rugby-training"",""uid"":""ts-457cfb265530c3""},{""locale"":""en"",""name"":""Voleyball Training"",""principal"":false,""slug"":""voleyball-training"",""uid"":""ts-L57cfb26553220""},{""locale"":""en"",""name"":""Athletics Training"",""principal"":false,""slug"":""athletics-training"",""uid"":""ts-B57cfb265546db""},{""locale"":""en"",""name"":""Sport Psychology"",""principal"":true,""slug"":""sport-psychology"",""uid"":""ts-T57cfb265575ff""}]"
Webinar de Entrenamiento de la Fuerza y Mejora de la Capacidad Funcional en Personas Mayores,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Adultos Mayores"",""principal"":false,""slug"":""actividad-fisica-y-entrenamiento-en-adultos-mayores"",""uid"":""ts-Y57cfb265585be""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Physical Activity \u0026 Training in Older Adults"",""principal"":false,""slug"":""physical-activity-training-in-older-adults"",""uid"":""ts-Y57cfb265585be""}]"
Webinar de Entrenamiento Inestable en Suspensión. Aplicaciones Prácticas para el Entrenamiento Neuromuscular,Webinar,"[{""locale"":""es"",""name"":""Coordinación"",""principal"":false,""slug"":""entrenamiento-de-la-coordinacion"",""uid"":""ts-n57cfb26551eab""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Coordination Training"",""principal"":false,""slug"":""coordination-training"",""uid"":""ts-n57cfb26551eab""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Webinar de Ejercicio Correctivo: Cervical-Hombro,Webinar,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Webinar de Rehabilitación de Ligamento Cruzado Anterior (LCA),Webinar,"[{""locale"":""es"",""name"":""Velocidad y Agilidad"",""principal"":true,""slug"":""entrenamiento-de-la-velocidad-y-agilidad"",""uid"":""ts-q57cfb26551c42""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Speed \u0026 Agility Training"",""principal"":true,""slug"":""speed-agility-training"",""uid"":""ts-q57cfb26551c42""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""}]"
Webinar de Adaptaciones Hormonales al Entrenamiento con Sobrecarga,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Fisiología"",""principal"":true,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":true,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""}]"
Webinar de Propuestas Prácticas para el Entrenamiento de la Resistencia Aeróbica del Nadador,Webinar,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Natación"",""principal"":true,""slug"":""entrenamiento-en-natacion"",""uid"":""ts-857cfb2655452c""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Swimming Training"",""principal"":true,""slug"":""swimming-training"",""uid"":""ts-857cfb2655452c""}]"
Webinar de Claves Mentales Para Potenciar la Ejecución de Penales en Fútbol,Webinar,"[{""locale"":""es"",""name"":""Fútbol"",""principal"":false,""slug"":""entrenamiento-en-futbol"",""uid"":""ts-457cfb265524e2""},{""locale"":""es"",""name"":""Psicología"",""principal"":true,""slug"":""psicologia-del-deporte"",""uid"":""ts-T57cfb265575ff""},{""locale"":""en"",""name"":""Soccer Training"",""principal"":false,""slug"":""soccer-training"",""uid"":""ts-457cfb265524e2""},{""locale"":""en"",""name"":""Sport Psychology"",""principal"":true,""slug"":""sport-psychology"",""uid"":""ts-T57cfb265575ff""}]"
Taller de Análisis del Electrocardiograma en Centros de Actividad Física,Taller,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación Cardiovascular"",""principal"":true,""slug"":""prevencion-y-rehabilitacion-cardiovascular"",""uid"":""ts-157cfb265581a2""},{""locale"":""es"",""name"":""Patologías"",""principal"":false,""slug"":""ejercicio-fisico-en-patologias"",""uid"":""ts-o57cfb26558809""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Cardiovascular Prevention and Rehabilitation"",""principal"":true,""slug"":""cardiovascular-prevention-and-rehabilitation"",""uid"":""ts-157cfb265581a2""},{""locale"":""en"",""name"":""Exercise \u0026 Diseases"",""principal"":false,""slug"":""exercise-diseases"",""uid"":""ts-o57cfb26558809""}]"
Webinar de Variabilidad del Ritmo Cardiaco y su Aplicación en la Actividad Física y el Deporte,Webinar,"[{""locale"":""es"",""name"":""Fisiología"",""principal"":true,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":true,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""}]"
Webinar de Evaluación de la Capacidad de Salto Vertical a Partir de Diferentes Tipos de Saltos,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Evaluación"",""principal"":true,""slug"":""evaluacion-deportiva"",""uid"":""ts-D57cfb26557847""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Sports Performance Testing"",""principal"":true,""slug"":""sports-performance-testing"",""uid"":""ts-D57cfb26557847""}]"
"Webinar de Factores de Riesgo, Corazón y Ejercicio Físico",Webinar,"[{""locale"":""es"",""name"":""Prev. y Rehabilitación Cardiovascular"",""principal"":true,""slug"":""prevencion-y-rehabilitacion-cardiovascular"",""uid"":""ts-157cfb265581a2""},{""locale"":""en"",""name"":""Cardiovascular Prevention and Rehabilitation"",""principal"":true,""slug"":""cardiovascular-prevention-and-rehabilitation"",""uid"":""ts-157cfb265581a2""}]"
Webinar de Utilización de los Test de Repeticiones Submáximas para Estimar 1RM en Ejercicios con Cargas Isoinerciales,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Evaluación"",""principal"":true,""slug"":""evaluacion-deportiva"",""uid"":""ts-D57cfb26557847""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Sports Performance Testing"",""principal"":true,""slug"":""sports-performance-testing"",""uid"":""ts-D57cfb26557847""}]"
Webinar de Ejercicio Físico y Envejecimiento Activo,Webinar,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Adultos Mayores"",""principal"":true,""slug"":""actividad-fisica-y-entrenamiento-en-adultos-mayores"",""uid"":""ts-Y57cfb265585be""},{""locale"":""es"",""name"":""Patologías"",""principal"":false,""slug"":""ejercicio-fisico-en-patologias"",""uid"":""ts-o57cfb26558809""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Physical Activity \u0026 Training in Older Adults"",""principal"":true,""slug"":""physical-activity-training-in-older-adults"",""uid"":""ts-Y57cfb265585be""},{""locale"":""en"",""name"":""Exercise \u0026 Diseases"",""principal"":false,""slug"":""exercise-diseases"",""uid"":""ts-o57cfb26558809""}]"
"Webinar de la Fuerza y la Velocidad Cambiando de Dirección, ¿Es una Expresión de Fuerza o una Capacidad?",Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Velocidad y Agilidad"",""principal"":true,""slug"":""entrenamiento-de-la-velocidad-y-agilidad"",""uid"":""ts-q57cfb26551c42""},{""locale"":""es"",""name"":""Fútbol"",""principal"":false,""slug"":""entrenamiento-en-futbol"",""uid"":""ts-457cfb265524e2""},{""locale"":""es"",""name"":""Entrenamiento en Básquetbol"",""principal"":false,""slug"":""entrenamiento-en-basquetbol"",""uid"":""ts-H57cfb2655268a""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Speed \u0026 Agility Training"",""principal"":true,""slug"":""speed-agility-training"",""uid"":""ts-q57cfb26551c42""},{""locale"":""en"",""name"":""Soccer Training"",""principal"":false,""slug"":""soccer-training"",""uid"":""ts-457cfb265524e2""},{""locale"":""en"",""name"":""Basketball Training"",""principal"":false,""slug"":""basketball-training"",""uid"":""ts-H57cfb2655268a""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""}]"
Webinar de Recuperación en Deportes de Equipo: Básquetbol. Aplicaciones Prácticas Basadas en Evidencia Científica,Webinar,"[{""locale"":""es"",""name"":""Velocidad y Agilidad"",""principal"":false,""slug"":""entrenamiento-de-la-velocidad-y-agilidad"",""uid"":""ts-q57cfb26551c42""},{""locale"":""es"",""name"":""Deportes de Equipo"",""principal"":false,""slug"":""entrenamiento-en-deportes-de-equipo"",""uid"":""ts-g57cfb265522f9""},{""locale"":""es"",""name"":""Entrenamiento en Básquetbol"",""principal"":true,""slug"":""entrenamiento-en-basquetbol"",""uid"":""ts-H57cfb2655268a""},{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Speed \u0026 Agility Training"",""principal"":false,""slug"":""speed-agility-training"",""uid"":""ts-q57cfb26551c42""},{""locale"":""en"",""name"":""Team Sports Training"",""principal"":false,""slug"":""team-sports"",""uid"":""ts-g57cfb265522f9""},{""locale"":""en"",""name"":""Basketball Training"",""principal"":true,""slug"":""basketball-training"",""uid"":""ts-H57cfb2655268a""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""}]"
Webinar del Entrenamiento Excéntrico y su Aplicación al Ámbito de la Salud,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Webinar de Últimas Tendencias del Entrenamiento de la Fuerza con Plataformas Vibratorias,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Flexibilidad"",""principal"":false,""slug"":""entrenamiento-de-la-flexibilidad"",""uid"":""ts-f57cfb265589a7""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Flexibility Training"",""principal"":false,""slug"":""flexibility-training"",""uid"":""ts-f57cfb265589a7""}]"
Webinar de Interacción del Índice de Masa Corporal  (BMI) con la Masa Muscular y Grasa,Webinar,"[{""locale"":""es"",""name"":""Nutrición"",""principal"":false,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Prev. y Rehabilitación Cardiovascular"",""principal"":true,""slug"":""prevencion-y-rehabilitacion-cardiovascular"",""uid"":""ts-157cfb265581a2""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":false,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Anthropometry"",""principal"":false,""slug"":""anthropometry"",""uid"":""ts-o57cfb2655747c""},{""locale"":""en"",""name"":""Cardiovascular Prevention and Rehabilitation"",""principal"":true,""slug"":""cardiovascular-prevention-and-rehabilitation"",""uid"":""ts-157cfb265581a2""}]"
Taller Teórico - Práctico de Evaluación  y Entrenamiento de la Fuerza,Taller,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Deportes de Equipo"",""principal"":false,""slug"":""entrenamiento-en-deportes-de-equipo"",""uid"":""ts-g57cfb265522f9""},{""locale"":""es"",""name"":""Atletismo"",""principal"":false,""slug"":""entrenamiento-en-atletismo"",""uid"":""ts-B57cfb265546db""},{""locale"":""es"",""name"":""Deportes de Combate"",""principal"":false,""slug"":""entrenamiento-deportes-combate"",""uid"":""ts-b57cfb26555064""},{""locale"":""es"",""name"":""Evaluación"",""principal"":false,""slug"":""evaluacion-deportiva"",""uid"":""ts-D57cfb26557847""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Team Sports Training"",""principal"":false,""slug"":""team-sports"",""uid"":""ts-g57cfb265522f9""},{""locale"":""en"",""name"":""Athletics Training"",""principal"":false,""slug"":""athletics-training"",""uid"":""ts-B57cfb265546db""},{""locale"":""en"",""name"":""Fighting Sports Training"",""principal"":false,""slug"":""fighting-sports-training"",""uid"":""ts-b57cfb26555064""},{""locale"":""en"",""name"":""Sports Performance Testing"",""principal"":false,""slug"":""sports-performance-testing"",""uid"":""ts-D57cfb26557847""}]"
